dataset,ATE,lb,ub,DGPid,trueATE
low73,0.073184463,0.044723631,0.101645295,34,0.049629693
low730,0.161829654,0.133169424,0.190489885,35,0.122643948
low731,0.105910227,0.086793625,0.125026829,33,0.099589875
low732,-0.684244844,-0.870141204,-0.498348484,59,-0.8
low733,1.59657731,1.442330439,1.750824181,60,1.686248312
low734,1.878320055,1.310549903,2.446090206,61,2
low735,-0.85461619,-1.081551659,-0.627680721,59,-0.8
low736,1.651301628,0.597854633,2.704748622,31,2
low737,0.095691858,0.021674645,0.169709071,20,0.156759654
low738,1.809540382,0.813090142,2.805990623,31,2
low739,3.243597628,2.398412946,4.08878231,29,4
low74,0.135937021,0.051639648,0.220234394,17,0.106696525
low740,3.752151633,3.414041754,4.090261512,64,3.625
low741,4.819168131,4.014866867,5.623469396,29,4
low742,0.490688875,0.313223468,0.668154283,57,0.5
low743,2.803362728,2.106669747,3.500055708,32,2.527390408
low744,1.900258903,1.417860412,2.382657394,61,2
low745,0.203551859,0.114371051,0.292732667,18,0.147047059
low746,1.039448357,0.789588388,1.289308327,58,1
low747,2.256635494,1.878341981,2.634929008,61,2
low748,0.207521552,0.131059829,0.283983276,18,0.147047059
low749,1.127281786,0.909982259,1.344581312,58,1
low75,2.310611104,1.575064832,3.046157376,32,2.527390408
low750,0.585630545,0.414661467,0.756599624,57,0.5
low751,0.106835635,0.026900115,0.186771154,17,0.106696525
low752,0.898176585,0.67039118,1.125961991,58,1
low753,0.115020513,0.095542849,0.134498177,33,0.099589875
low754,0.125386508,0.0431036,0.207669416,17,0.106696525
low755,0.355911799,0.17542831,0.536395288,57,0.5
low756,4.278739634,3.470522281,5.086956988,29,4
low757,2.675324155,1.971337149,3.379311161,32,2.527390408
low758,3.900613148,3.093798159,4.707428136,29,4
low759,2.907860748,2.221689462,3.594032034,32,2.527390408
low76,1.465912895,0.557540408,2.374285382,31,2
low760,1.450920158,0.35154878,2.550291536,31,2
low761,2.115521358,1.52231022,2.708732495,62,2
low762,-0.883421089,-1.075744764,-0.691097413,59,-0.8
low763,1.697398331,1.55628109,1.838515572,60,1.686248312
low764,0.017805773,-0.01775689,0.053368437,34,0.049629693
low765,0.1615223,0.077962673,0.245081927,18,0.147047059
low766,10.48571084,9.357007482,11.61441419,30,10
low767,0.129208561,0.046360108,0.212057014,20,0.156759654
low768,0.144347564,0.077549934,0.211145195,19,0.120725664
low769,0.100504164,0.013810192,0.187198136,17,0.106696525
low77,0.980420884,0.795397131,1.165444637,58,1
low770,0.037262804,0.002477498,0.07204811,34,0.049629693
low771,0.393336614,0.223958262,0.562714966,57,0.5
low772,1.886287068,1.410766818,2.361807317,62,2
low773,0.09245001,-0.006656632,0.191556651,19,0.120725664
low774,2.056843882,1.597460643,2.516227121,62,2
low775,4.245319933,3.35778267,5.132857197,29,4
low776,0.134241781,0.106015036,0.162468527,35,0.122643948
low777,9.360499288,8.206948412,10.51405016,30,10
low778,-2.286892241,-2.792812616,-1.780971866,63,-2
low779,0.589200613,0.406713205,0.77168802,57,0.5
low78,2.015770002,1.505519668,2.526020336,61,2
low780,1.092358193,0.904373813,1.280342573,58,1
low781,0.138376744,0.057006887,0.219746602,17,0.106696525
low782,0.516379035,0.334069119,0.698688951,57,0.5
low783,0.065846736,0.036990348,0.094703125,36,0.094084067
low784,-1.00120177,-1.190735859,-0.81166768,59,-0.8
low785,2.933708658,2.196673131,3.670744185,32,2.527390408
low786,0.088207474,0.008868635,0.167546312,19,0.120725664
low787,2.795556702,2.091628687,3.499484717,32,2.527390408
low788,3.214885177,2.477874433,3.951895921,29,4
low789,1.037998973,0.827144365,1.248853581,58,1
low79,0.957631349,0.739658148,1.175604551,58,1
low790,0.084076145,0.064538665,0.103613625,33,0.099589875
low791,1.04916391,0.857623169,1.24070465,58,1
low792,4.670495171,3.83805605,5.502934292,29,4
low793,-0.598239809,-0.848665277,-0.347814342,59,-0.8
low794,3.541166725,3.214497699,3.86783575,64,3.625
low795,-1.580244764,-2.321799048,-0.838690479,63,-2
low796,0.207900916,0.117270779,0.298531053,18,0.147047059
low797,0.086834889,0.059242489,0.11442729,36,0.094084067
low798,0.92798955,0.64751479,1.20846431,58,1
low799,0.109368703,0.082995141,0.135742265,36,0.094084067
low8,0.112361344,0.030198903,0.194523784,18,0.147047059
low80,0.169932192,0.10702349,0.232840894,20,0.156759654
low800,0.495698088,0.310830186,0.680565989,57,0.5
low801,0.089452759,0.061123996,0.117781523,34,0.049629693
low802,0.257498538,0.144893127,0.370103949,18,0.147047059
low803,0.20637596,0.144283134,0.268468785,20,0.156759654
low804,0.878722763,0.681310767,1.076134759,58,1
low805,0.184559926,0.113004992,0.25611486,20,0.156759654
low806,0.139282121,0.059587111,0.218977131,20,0.156759654
low807,0.104550296,0.019854915,0.189245676,17,0.106696525
low808,10.18915246,8.992764254,11.38554067,30,10
low809,1.958311331,1.409441839,2.507180822,62,2
low81,2.331435169,1.781132626,2.881737712,62,2
low810,1.585950208,1.371525038,1.800375377,60,1.686248312
low811,3.55387608,3.226570443,3.881181718,64,3.625
low812,0.142772841,0.060037842,0.225507839,18,0.147047059
low813,0.118268888,0.056540338,0.179997437,20,0.156759654
low814,0.602764149,0.419238484,0.786289815,57,0.5
low815,1.933968752,1.487749629,2.380187875,62,2
low816,1.087189992,0.897803819,1.276576166,58,1
low817,3.712380829,2.925112227,4.49964943,29,4
low818,0.572420348,0.400751054,0.744089641,57,0.5
low819,0.084932865,0.002900091,0.16696564,17,0.106696525
low82,0.493202962,0.314037207,0.672368717,57,0.5
low820,2.079572139,1.60652238,2.552621898,61,2
low821,0.031794167,0.000472725,0.063115608,34,0.049629693
low822,1.331818516,0.292340761,2.371296271,31,2
low823,0.070837213,0.036911193,0.104763232,34,0.049629693
low824,4.314797055,3.51312765,5.116466459,29,4
low825,0.135339431,0.052699725,0.217979137,17,0.106696525
low826,0.154172989,0.070558243,0.237787735,17,0.106696525
low827,2.369765882,1.659078005,3.080453759,32,2.527390408
low828,3.20060252,2.475724732,3.925480308,29,4
low829,-0.886732898,-1.095952108,-0.677513689,59,-0.8
low83,1.720059056,1.568915236,1.871202877,60,1.686248312
low830,1.945736631,1.414104829,2.477368433,62,2
low831,-2.00226675,-2.52490749,-1.479626011,63,-2
low832,0.122040218,0.038734577,0.205345859,17,0.106696525
low833,0.857270746,0.685950736,1.028590756,58,1
low834,0.170770033,0.110273726,0.231266341,20,0.156759654
low835,3.755838091,3.437435863,4.07424032,64,3.625
low836,0.030362333,-0.003084419,0.063809084,34,0.049629693
low837,2.082004192,1.062690509,3.101317875,31,2
low838,-1.762175978,-2.552207598,-0.972144358,63,-2
low839,1.9370844,0.852978374,3.021190426,31,2
low84,2.126909373,1.440082598,2.813736147,32,2.527390408
low840,2.40305127,1.277612873,3.528489667,31,2
low841,2.228650471,0.967730846,3.489570095,31,2
low842,0.105713836,0.072022114,0.139405557,35,0.122643948
low843,0.076403913,-0.007670534,0.16047836,17,0.106696525
low844,0.108439479,0.082553998,0.13432496,36,0.094084067
low845,0.081189251,0.062832461,0.09954604,33,0.099589875
low846,0.093471535,0.067502398,0.119440672,36,0.094084067
low847,0.046744806,0.008879238,0.084610374,34,0.049629693
low848,0.106989175,0.028646198,0.185332151,19,0.120725664
low849,0.134181946,0.065780014,0.202583878,20,0.156759654
low85,1.248621403,0.127807831,2.369434975,31,2
low850,1.554148414,1.404339545,1.703957283,60,1.686248312
low851,0.142071929,0.068912716,0.215231143,20,0.156759654
low852,2.164420047,1.617559625,2.711280469,62,2
low853,0.174485737,0.114022821,0.234948653,20,0.156759654
low854,3.914079536,3.050253257,4.777905815,29,4
low855,0.108552497,0.078950682,0.138154313,35,0.122643948
low856,11.93445327,10.90428154,12.964625,30,10
low857,-0.796194536,-1.001950637,-0.590438435,59,-0.8
low858,0.049815493,0.018410905,0.081220081,34,0.049629693
low859,0.124450851,0.096076282,0.152825419,35,0.122643948
low86,2.684243091,1.978726915,3.389759267,32,2.527390408
low860,0.129656465,0.101691736,0.157621193,35,0.122643948
low861,-0.929049098,-1.123447152,-0.734651044,59,-0.8
low862,10.166297,9.081900195,11.2506938,30,10
low863,-2.316111973,-3.114922827,-1.517301119,63,-2
low864,-0.812468867,-1.05324767,-0.571690064,59,-0.8
low865,0.100371887,0.074849696,0.125894078,36,0.094084067
low866,3.907821457,3.042865356,4.772777559,29,4
low867,0.114553718,0.023111463,0.205995974,18,0.147047059
low868,8.805550596,7.459796095,10.1513051,30,10
low869,-0.701017867,-0.890949811,-0.511085923,59,-0.8
low87,3.925028922,3.088354074,4.761703771,29,4
low870,0.155512583,0.069192375,0.241832791,17,0.106696525
low871,0.121230506,0.101538904,0.140922107,33,0.099589875
low872,0.10268727,0.073423361,0.131951179,35,0.122643948
low873,3.823635475,3.487521181,4.15974977,64,3.625
low874,2.179316006,1.775166963,2.583465049,61,2
low875,0.058818344,0.026033976,0.091602712,34,0.049629693
low876,2.222426852,1.790057865,2.654795839,62,2
low877,0.341251049,0.174257309,0.508244788,57,0.5
low878,0.401422867,0.224482522,0.578363212,57,0.5
low879,3.619817602,3.289725294,3.949909911,64,3.625
low88,0.042685115,0.010586042,0.074784188,34,0.049629693
low880,0.035999426,0.001095501,0.070903351,34,0.049629693
low881,0.096148738,0.076001789,0.116295687,33,0.099589875
low882,0.166548607,0.074733671,0.258363543,18,0.147047059
low883,-0.837743554,-1.004386875,-0.671100234,59,-0.8
low884,4.359484157,3.465187339,5.253780976,29,4
low885,0.653857951,0.481674133,0.82604177,57,0.5
low886,9.746038859,8.579792344,10.91228537,30,10
low887,1.722859377,0.72599366,2.719725095,31,2
low888,0.043790363,0.011062496,0.07651823,34,0.049629693
low889,0.071769883,0.045341445,0.098198321,36,0.094084067
low89,0.093966968,0.074745119,0.113188817,33,0.099589875
low890,0.154269331,0.092155193,0.21638347,20,0.156759654
low891,10.28998944,9.042759171,11.53721971,30,10
low892,10.76781291,9.724879096,11.81074673,30,10
low893,0.179633113,0.088372604,0.270893622,18,0.147047059
low894,0.114017238,0.094061535,0.13397294,33,0.099589875
low895,0.102113502,0.083340145,0.120886859,33,0.099589875
low896,1.95079195,1.479387735,2.422196165,61,2
low897,1.714114634,1.264824027,2.16340524,61,2
low898,0.169888126,0.109356762,0.230419491,19,0.120725664
low899,0.057949331,0.028673332,0.08722533,34,0.049629693
low9,3.609520715,3.284012669,3.935028761,64,3.625
low90,-1.708692564,-2.16450178,-1.252883347,63,-2
low900,1.136472375,0.921277575,1.351667174,58,1
low901,3.801019174,3.469031454,4.133006895,64,3.625
low902,2.814944223,2.122815906,3.50707254,32,2.527390408
low903,0.989965808,0.783857784,1.196073831,58,1
low904,0.877657738,0.629440197,1.12587528,58,1
low905,0.086452407,0.066903354,0.10600146,33,0.099589875
low906,-0.849287796,-1.039439089,-0.659136502,59,-0.8
low907,1.961639192,1.504452367,2.418826017,61,2
low908,-0.818484725,-1.015318827,-0.621650624,59,-0.8
low909,1.674393083,0.715447428,2.633338738,31,2
low91,0.089810384,0.062567683,0.117053084,36,0.094084067
low910,2.693063328,1.986820282,3.399306374,32,2.527390408
low911,2.270448249,1.550628364,2.990268135,32,2.527390408
low912,3.987640609,3.188537543,4.786743674,29,4
low913,0.516501456,0.339109152,0.69389376,57,0.5
low914,1.134047534,0.942574543,1.325520525,58,1
low915,0.116591782,0.091280722,0.141902842,35,0.122643948
low916,0.067632371,0.041098219,0.094166523,36,0.094084067
low917,0.143521198,0.115956933,0.171085463,35,0.122643948
low918,0.145436828,0.0683897,0.222483955,17,0.106696525
low919,0.240423934,0.159661679,0.32118619,18,0.147047059
low92,1.573926645,0.674897802,2.472955488,31,2
low920,1.538080281,1.385605578,1.690554984,60,1.686248312
low921,0.76928265,0.539534544,0.999030755,58,1
low922,0.213596116,0.150560651,0.27663158,20,0.156759654
low923,0.066171822,-0.018891598,0.151235242,17,0.106696525
low924,-0.938447601,-1.139078749,-0.737816453,59,-0.8
low925,0.147890297,0.053250104,0.242530489,18,0.147047059
low926,1.954023396,1.561032779,2.347014012,61,2
low927,0.134929486,0.043845954,0.226013019,18,0.147047059
low928,0.042760451,-0.03712348,0.122644382,17,0.106696525
low929,10.8442298,9.862275668,11.82618394,30,10
low93,0.147043936,0.082379623,0.211708249,20,0.156759654
low930,-2.287214295,-3.093313879,-1.481114712,63,-2
low931,1.893525826,1.498892634,2.288159017,61,2
low932,3.552909203,3.239751494,3.866066911,64,3.625
low933,0.000867512,-0.111104562,0.112839585,19,0.120725664
low934,3.800199557,2.953507591,4.646891524,29,4
low935,0.451906483,0.26165448,0.642158486,57,0.5
low936,0.070280425,-0.015454966,0.156015815,17,0.106696525
low937,0.619438595,0.445366447,0.793510742,57,0.5
low938,0.107718359,0.029321618,0.186115101,17,0.106696525
low939,0.151739049,0.078945436,0.224532662,19,0.120725664
low94,0.038002039,0.007216472,0.068787607,34,0.049629693
low940,2.103352117,1.654855054,2.55184918,62,2
low941,1.778091699,1.630714981,1.925468416,60,1.686248312
low942,0.111060705,0.091421643,0.130699766,33,0.099589875
low943,-1.867339035,-2.539532135,-1.195145935,63,-2
low944,9.966485055,8.829370942,11.10359917,30,10
low945,2.406148063,1.981351175,2.830944952,61,2
low946,0.115756638,0.084433957,0.147079319,35,0.122643948
low947,0.094335926,0.011908682,0.176763169,18,0.147047059
low948,10.28817746,9.203471673,11.37288326,30,10
low949,-0.908331988,-1.097612912,-0.719051064,59,-0.8
low95,-0.853371188,-1.112701789,-0.594040587,59,-0.8
low950,-0.859199789,-1.128765246,-0.589634332,59,-0.8
low951,2.210450328,1.688928614,2.731972043,62,2
low952,0.562519543,0.382803236,0.74223585,57,0.5
low953,0.212546406,0.128871608,0.296221204,17,0.106696525
low954,3.947468953,3.625276681,4.269661225,64,3.625
low955,0.114000264,0.085164343,0.142836186,35,0.122643948
low956,0.48151865,0.309521802,0.653515498,57,0.5
low957,-0.82104863,-1.027752326,-0.614344935,59,-0.8
low958,2.915277601,2.178948059,3.651607144,32,2.527390408
low959,0.740134132,0.555534767,0.924733497,57,0.5
low96,4.277436835,3.458801357,5.096072312,29,4
low960,0.094261991,0.004583278,0.183940704,19,0.120725664
low961,0.233261412,0.14495834,0.321564484,18,0.147047059
low962,0.114916071,0.046133788,0.183698354,19,0.120725664
low963,0.155505735,0.0738447,0.237166769,17,0.106696525
low964,-0.818187263,-1.02995303,-0.606421496,59,-0.8
low965,2.191689707,1.170765499,3.212613915,31,2
low966,0.104377714,0.084903645,0.123851783,33,0.099589875
low967,0.060687649,0.028743171,0.092632126,34,0.049629693
low968,-1.966825988,-2.578636054,-1.355015922,63,-2
low969,1.878359387,0.56111779,3.195600984,31,2
low97,0.735412483,0.512674439,0.958150528,58,1
low970,1.675766164,1.532954913,1.818577414,60,1.686248312
low971,3.455674371,2.682052726,4.229296015,29,4
low972,0.118838333,0.042241346,0.19543532,20,0.156759654
low973,9.439199842,8.346249241,10.53215044,30,10
low974,0.096537478,0.012422755,0.1806522,18,0.147047059
low975,0.075241676,0.004610549,0.145872803,19,0.120725664
low976,2.287705153,1.402182892,3.173227415,31,2
low977,0.0436324,0.010390481,0.076874319,34,0.049629693
low978,3.799489033,3.45853239,4.140445676,64,3.625
low979,2.101038491,1.691967172,2.510109809,61,2
low98,0.1386432,0.069430912,0.207855488,19,0.120725664
low980,-2.498171631,-3.441270551,-1.555072711,63,-2
low981,0.058242554,0.031462849,0.085022259,36,0.094084067
low982,10.18516581,9.043332206,11.32699941,30,10
low983,0.139645672,0.047703322,0.231588023,17,0.106696525
low984,2.153328949,1.452790848,2.853867051,32,2.527390408
low985,0.080704163,-0.007929559,0.169337886,17,0.106696525
low986,0.16490701,0.100669598,0.229144422,20,0.156759654
low987,-0.814541122,-1.016735622,-0.612346621,59,-0.8
low988,2.21729869,1.475955326,2.958642054,32,2.527390408
low989,2.615141934,1.56770847,3.662575398,31,2
low99,0.053588525,0.022429654,0.084747396,34,0.049629693
low990,0.092612141,0.066506594,0.118717689,36,0.094084067
low991,0.065461035,0.034109444,0.096812627,34,0.049629693
low992,-0.856714379,-1.037311511,-0.676117247,59,-0.8
low993,9.80367614,8.451331563,11.15602072,30,10
low994,0.188147959,0.120578801,0.255717117,19,0.120725664
low995,2.168486216,1.473294405,2.863678026,32,2.527390408
low996,-1.627823322,-2.248948774,-1.00669787,63,-2
low997,1.678588578,1.534455881,1.822721274,60,1.686248312
low998,0.078129317,-0.005012028,0.161270662,17,0.106696525
low999,3.343442863,2.593877457,4.093008269,29,4
